🎯 Simple BFS from Main Routine

Starting BFS from: static META

Order | Emoji | Name                          | Calls
 2893 | ❓     | "event compiler/rustc_mir_tra | 
 2894 | ❓     | "compute"                     | 
 2895 | ❓     | "event compiler/rustc_mir_tra | 
 2896 | ❓     | "event compiler/rustc_mir_tra | 
 2897 | ❓     | "event compiler/rustc_mir_tra | 
 2898 | ❓     | "rustc_mir_transform::early_o | 
 2899 | ❓     | "compiler/rustc_mir_transform | 
 2900 | ❓     | "event compiler/rustc_mir_tra | 
 2901 | ❓     | 110                           | 
 2902 | ❓     | "rustc_mir_transform::elabora | 
 2903 | ❓     | "compiler/rustc_mir_transform | 
 2904 | ❓     | "event compiler/rustc_mir_tra | 
 2905 | ❓     | "compute_dead_unwinds"        | 
 2906 | ❓     | "event compiler/rustc_mir_tra | 
 2907 | ❓     | "drop_style"                  | 
 2908 | ❓     | "event compiler/rustc_mir_tra | 
 2909 | ❓     | 181                           | 
 2910 | ❓     | "event compiler/rustc_mir_tra | 
 2911 | ❓     | "event compiler/rustc_mir_tra | 
 2912 | ❓     | 268                           | 
 2913 | ❓     | "event compiler/rustc_mir_tra | 
 2914 | ❓     | 297                           | 
 2915 | ❓     | "event compiler/rustc_mir_tra | 
 2916 | ❓     | 304                           | 
 2917 | ❓     | "event compiler/rustc_mir_tra | 
 2918 | ❓     | "event compiler/rustc_mir_tra | 
 2919 | ❓     | 473                           | 
 2920 | ❓     | "rustc_mir_transform::gvn"    | 
 2921 | ❓     | "compiler/rustc_mir_transform | 
 2922 | ❓     | "event compiler/rustc_mir_tra | 
 2923 | ❓     | "insert"                      | 
 2924 | ❓     | 281                           | 
 2925 | ❓     | "event compiler/rustc_mir_tra | 
 2926 | ❓     | "new_opaque"                  | 
 2927 | ❓     | "event compiler/rustc_mir_tra | 
 2928 | ❓     | "new_pointer"                 | 
 2929 | ❓     | "event compiler/rustc_mir_tra | 
 2930 | ❓     | "assign"                      | 
 2931 | ❓     | "eval_to_const"               | 
 2932 | ❓     | "event compiler/rustc_mir_tra | 
 2933 | ❓     | "simplify_place_projection"   | 
 2934 | ❓     | 679                           | 
 2935 | ❓     | "event compiler/rustc_mir_tra | 
 2936 | ❓     | 718                           | 
 2937 | ❓     | "simplify_place_value"        | 
 2938 | ❓     | 723                           | 
 2939 | ❓     | "event compiler/rustc_mir_tra | 
 2940 | ❓     | "simplify_operand"            | 
 2941 | ❓     | 794                           | 
 2942 | ❓     | "event compiler/rustc_mir_tra | 
 2943 | ❓     | "simplify_rvalue"             | 
 2944 | ❓     | 812                           | 
 2945 | ❓     | "event compiler/rustc_mir_tra | 
 2946 | ❓     | "simplify_unary"              | 
 2947 | ❓     | 1042                          | 
 2948 | ❓     | "op"                          | 
 2949 | ❓     | "arg_op"                      | 
 2950 | ❓     | "event compiler/rustc_mir_tra | 
 2951 | ❓     | "simplify_binary"             | 
 2952 | ❓     | "lhs_operand"                 | 
 2953 | ❓     | "rhs_operand"                 | 
 2954 | ❓     | "event compiler/rustc_mir_tra | 
 2955 | ❓     | "try_as_place"                | 
 2956 | ❓     | 1639                          | 
 2957 | ❓     | "index"                       | 
 2958 | ❓     | "allow_complex_projection"    | 
 2959 | ❓     | "event compiler/rustc_mir_tra | 
 2960 | ❓     | "should_recurse"              | 
 2961 | ❓     | "rustc_mir_transform::inline: | 
 2962 | ❓     | "compiler/rustc_mir_transform | 
 2963 | ❓     | 11                            | 
 2964 | ❓     | "callee"                      | 
 2965 | ❓     | "event compiler/rustc_mir_tra | 
 2966 | ❓     | "process"                     | 
 2967 | ❓     | "caller"                      | 
 2968 | ❓     | "event compiler/rustc_mir_tra | 
 2969 | ❓     | "event compiler/rustc_mir_tra | 
 2970 | ❓     | "event compiler/rustc_mir_tra | 
 2971 | ❓     | "callee_def_id"               | 
 2972 | ❓     | "event compiler/rustc_mir_tra | 
 2973 | ❓     | "event compiler/rustc_mir_tra | 
 2974 | ❓     | 116                           | 
 2975 | ❓     | "recursion"                   | 
 2976 | ❓     | "event compiler/rustc_mir_tra | 
 2977 | ❓     | 150                           | 
 2978 | ❓     | "root"                        | 
 2979 | ❓     | "event compiler/rustc_mir_tra | 
 2980 | ❓     | "event compiler/rustc_mir_tra | 
 2981 | ❓     | "inline"                      | 
 2982 | ❓     | "rustc_mir_transform::inline" | 
 2983 | ❓     | "compiler/rustc_mir_transform | 
 2984 | ❓     | "body"                        | 
 2985 | ❓     | "event compiler/rustc_mir_tra | 
 2986 | ❓     | "force_inline"                | 
 2987 | ❓     | "event compiler/rustc_mir_tra | 
 2988 | ❓     | "check_callee_mir_body"       | 
 2989 | ❓     | "callee_attrs"                | 
 2990 | ❓     | 363                           | 
 2991 | ❓     | "callsite"                    | 
 2992 | ❓     | "event compiler/rustc_mir_tra | 
 2993 | ❓     | "event compiler/rustc_mir_tra | 
 2994 | ❓     | 460                           | 
 2995 | ❓     | "event compiler/rustc_mir_tra | 
 2996 | ❓     | 463                           | 
 2997 | ❓     | "process_blocks"              | 
 2998 | ❓     | 529                           | 
 2999 | ❓     | "callsite.callee"             | 
 3000 | ❓     | "event compiler/rustc_mir_tra | 
 3001 | ❓     | 534                           | 
 3002 | ❓     | "event compiler/rustc_mir_tra | 
 3003 | ❓     | "event compiler/rustc_mir_tra | 
 3004 | ❓     | 560                           | 
 3005 | ❓     | "event compiler/rustc_mir_tra | 
 3006 | ❓     | "event compiler/rustc_mir_tra | 
 3007 | ❓     | 641                           | 
 3008 | ❓     | "event compiler/rustc_mir_tra | 
 3009 | ❓     | 650                           | 
 3010 | ❓     | "output_type"                 | 
 3011 | ❓     | "destination_ty"              | 
 3012 | ❓     | "event compiler/rustc_mir_tra | 
 3013 | ❓     | 677                           | 
 3014 | ❓     | "arg_ty"                      | 
 3015 | ❓     | "input_type"                  | 
 3016 | ❓     | "event compiler/rustc_mir_tra | 
 3017 | ❓     | 678                           | 
 3018 | ❓     | "event compiler/rustc_mir_tra | 
 3019 | ❓     | "event compiler/rustc_mir_tra | 
 3020 | ❓     | 688                           | 
 3021 | ❓     | "event compiler/rustc_mir_tra | 
 3022 | ❓     | "event compiler/rustc_mir_tra | 
 3023 | ❓     | 724                           | 
 3024 | ❓     | "event compiler/rustc_mir_tra | 
 3025 | ❓     | 734                           | 
 3026 | ❓     | "event compiler/rustc_mir_tra | 
 3027 | ❓     | 768                           | 
 3028 | ❓     | "event compiler/rustc_mir_tra | 
 3029 | ❓     | 782                           | 
 3030 | ❓     | "event compiler/rustc_mir_tra | 
 3031 | ❓     | 792                           | 
 3032 | ❓     | "event compiler/rustc_mir_tra | 
 3033 | ❓     | 895                           | 
 3034 | ❓     | "event compiler/rustc_mir_tra | 
 3035 | ❓     | 1127                          | 
 3036 | ❓     | "event compiler/rustc_mir_tra | 
 3037 | ❓     | 1193                          | 
 3038 | ❓     | "event compiler/rustc_mir_tra | 
 3039 | ❓     | 1199                          | 
 3040 | ❓     | "event compiler/rustc_mir_tra | 
 3041 | ❓     | 1205                          | 
 3042 | ❓     | "try_instance_mir"            | 
 3043 | ❓     | "rustc_mir_transform::impossi | 
 3044 | ❓     | "compiler/rustc_mir_transform | 
 3045 | ❓     | "event compiler/rustc_mir_tra | 
 3046 | ❓     | "event compiler/rustc_mir_tra | 
 3047 | ❓     | "predicates"                  | 
 3048 | ❓     | "event compiler/rustc_mir_tra | 
 3049 | ❓     | "event compiler/rustc_mir_tra | 
 3050 | ❓     | "rustc_mir_transform::jump_th | 
 3051 | ❓     | "compiler/rustc_mir_transform | 
 3052 | ❓     | 67                            | 
 3053 | ❓     | "event compiler/rustc_mir_tra | 
 3054 | ❓     | "event compiler/rustc_mir_tra | 
 3055 | ❓     | "event compiler/rustc_mir_tra | 
 3056 | ❓     | "opportunities"               | 
 3057 | ❓     | "start_from_switch"           | 
 3058 | ❓     | "event compiler/rustc_mir_tra | 
 3059 | ❓     | "discr"                       | 
 3060 | ❓     | "event compiler/rustc_mir_tra | 
 3061 | ❓     | "find_opportunity"            | 
 3062 | ❓     | "depth"                       | 
 3063 | ❓     | "event compiler/rustc_mir_tra | 
 3064 | ❓     | "cost"                        | 
 3065 | ❓     | "event compiler/rustc_mir_tra | 
 3066 | ❓     | 293                           | 
 3067 | ❓     | "new_tos"                     | 
 3068 | ❓     | "event compiler/rustc_mir_tra | 
 3069 | ❓     | "event compiler/rustc_mir_tra | 
 3070 | ❓     | "mutated_statement"           | 
 3071 | ❓     | 329                           | 
 3072 | ❓     | "event compiler/rustc_mir_tra | 
 3073 | ❓     | "process_immediate"           | 
 3074 | ❓     | "event compiler/rustc_mir_tra | 
 3075 | ❓     | 366                           | 
 3076 | ❓     | "c.target"                    | 
 3077 | ❓     | "process_constant"            | 
 3078 | ❓     | "constant"                    | 
 3079 | ❓     | "process_operand"             | 
 3080 | ❓     | 420                           | 
 3081 | ❓     | "process_assign"              | 
 3082 | ❓     | "lhs_place"                   | 
 3083 | ❓     | "process_statement"           | 
 3084 | ❓     | "event compiler/rustc_mir_tra | 
 3085 | ❓     | 559                           | 
 3086 | ❓     | "recurse_through_terminator"  | 
 3087 | ❓     | 596                           | 
 3088 | ❓     | "process_switch_int"          | 
 3089 | ❓     | 639                           | 
 3090 | ❓     | "targets"                     | 
 3091 | ❓     | "target_bb"                   | 
 3092 | ❓     | "event compiler/rustc_mir_tra | 
 3093 | ❓     | 666                           | 
 3094 | ❓     | "event compiler/rustc_mir_tra | 
 3095 | ❓     | "apply_once"                  | 
 3096 | ❓     | 717                           | 
 3097 | ❓     | "event compiler/rustc_mir_tra | 
 3098 | ❓     | "self.predecessors"           | 
 3099 | ❓     | "event compiler/rustc_mir_tra | 
 3100 | ❓     | 720                           | 
 3101 | ❓     | "self.involving_tos"          | 
 3102 | ❓     | "event compiler/rustc_mir_tra | 
 3103 | ❓     | 727                           | 
 3104 | ❓     | "event compiler/rustc_mir_tra | 
 3105 | ❓     | 738                           | 
 3106 | ❓     | "current"                     | 
 3107 | ❓     | "event compiler/rustc_mir_tra | 
 3108 | ❓     | "event compiler/rustc_mir_tra | 
 3109 | ❓     | 749                           | 
 3110 | ❓     | "event compiler/rustc_mir_tra | 
 3111 | ❓     | "new_succ"                    | 
 3112 | ❓     | "event compiler/rustc_mir_tra | 
 3113 | ❓     | "rustc_mir_transform::known_p | 
 3114 | ❓     | "compiler/rustc_mir_transform | 
 3115 | ❓     | "event compiler/rustc_mir_tra | 
 3116 | ❓     | "event compiler/rustc_mir_tra | 
 3117 | ❓     | "event compiler/rustc_mir_tra | 
 3118 | ❓     | "event compiler/rustc_mir_tra | 
 3119 | ❓     | 237                           | 
 3120 | ❓     | "eval_place"                  | 
 3121 | ❓     | "event compiler/rustc_mir_tra | 
 3122 | ❓     | "event compiler/rustc_mir_tra | 
 3123 | ❓     | 355                           | 
 3124 | ❓     | "event compiler/rustc_mir_tra | 
 3125 | ❓     | 411                           | 
 3126 | ❓     | "event compiler/rustc_mir_tra | 
 3127 | ❓     | "event compiler/rustc_mir_tra | 
 3128 | ❓     | 421                           | 
 3129 | ❓     | "event compiler/rustc_mir_tra | 
 3130 | ❓     | 434                           | 
 3131 | ❓     | "event compiler/rustc_mir_tra | 
 3132 | ❓     | "eval_rvalue"                 | 
 3133 | ❓     | 539                           | 
 3134 | ❓     | "event compiler/rustc_mir_tra | 
 3135 | ❓     | 546                           | 
 3136 | ❓     | "event compiler/rustc_mir_tra | 
 3137 | ❓     | 603                           | 
 3138 | ❓     | "n"                           | 
 3139 | ❓     | "event compiler/rustc_mir_tra | 
 3140 | ❓     | 689                           | 
 3141 | ❓     | "val"                         | 
 3142 | ❓     | "event compiler/rustc_mir_tra | 
 3143 | ❓     | "event compiler/rustc_mir_tra | 
 3144 | ❓     | 714                           | 
 3145 | ❓     | "event compiler/rustc_mir_tra | 
 3146 | ❓     | 740                           | 
 3147 | ❓     | "event compiler/rustc_mir_tra | 
 3148 | ❓     | 752                           | 
 3149 | ❓     | "event compiler/rustc_mir_tra | 
 3150 | ❓     | 957                           | 
 3151 | ❓     | "event compiler/rustc_mir_tra | 
 3152 | ❓     | "can_simplify"                | 
 3153 | ❓     | "rustc_mir_transform::match_b | 
 3154 | ❓     | "compiler/rustc_mir_transform | 
 3155 | ❓     | "bbs"                         | 
 3156 | ❓     | "_discr_ty"                   | 
 3157 | ❓     | "event compiler/rustc_mir_tra | 
 3158 | ❓     | "discr_ty"                    | 
 3159 | ❓     | "event compiler/rustc_mir_tra | 
 3160 | ❓     | "event compiler/rustc_mir_tra | 
 3161 | ❓     | "rustc_mir_transform::nrvo"   | 
 3162 | ❓     | "compiler/rustc_mir_transform | 
 3163 | ❓     | 44                            | 
 3164 | ❓     | "event compiler/rustc_mir_tra | 
 3165 | ❓     | 48                            | 
 3166 | ❓     | "event compiler/rustc_mir_tra | 
 3167 | ❓     | "event compiler/rustc_mir_tra | 
 3168 | ❓     | "event compiler/rustc_mir_tra | 
 3169 | ❓     | "rustc_mir_transform::promote | 
 3170 | ❓     | "compiler/rustc_mir_transform | 
 3171 | ❓     | "context"                     | 
 3172 | ❓     | "event compiler/rustc_mir_tra | 
 3173 | ❓     | "is_drop"                     | 
 3174 | ❓     | "is_use"                      | 
 3175 | ❓     | "event compiler/rustc_mir_tra | 
 3176 | ❓     | "event compiler/rustc_mir_tra | 
 3177 | ❓     | "allowed_use"                 | 
 3178 | ❓     | "event compiler/rustc_mir_tra | 
 3179 | ❓     | 144                           | 
 3180 | ❓     | "event compiler/rustc_mir_tra | 
 3181 | ❓     | 781                           | 
 3182 | ❓     | "event compiler/rustc_mir_tra | 
 3183 | ❓     | 988                           | 
 3184 | ❓     | "promote_candidates"          | 
 3185 | ❓     | "rustc_mir_transform::ref_pro | 
 3186 | ❓     | "compiler/rustc_mir_transform | 
 3187 | ❓     | "event compiler/rustc_mir_tra | 
 3188 | ❓     | "event compiler/rustc_mir_tra | 
 3189 | ❓     | "replacer.targets"            | 
 3190 | ❓     | "event compiler/rustc_mir_tra | 
 3191 | ❓     | 129                           | 
 3192 | ❓     | "replacer.allowed_replacement | 
